Livro,Capítulo,Verso,Antes,Depois
Mt,7,28,"E aconteceu, quando Jesus havia concluído essas palavras<f>[1]</f>, <i>que</i> as multidões se admiravam<f>[2]</f> sobre a sua doutrina;","E aconteceu, quando Jesus havia concluído essas palavras<f>[1]</f>, <n>[que]</n> as multidões se admiravam<f>[2]</f> sobre a sua doutrina;"
Mt,8,4,"E diz‑lhe Jesus: Vê <i>que</i> não <i>o</i> digas a ninguém, mas vai, mostra‑te ao sacerdote e apresenta a oferenda que Moisés<f>[1]</f> ordenou, lhes por testemunho.<pb/>","E diz‑lhe Jesus: Vê <n>[que]</n> não <n>[o]</n> digas a ninguém, mas vai, mostra‑te ao sacerdote e apresenta a oferenda que Moisés<f>[1]</f> ordenou, lhes por testemunho.<pb/>"
Mt,8,7,"E diz‑lhe [Jesus]: <i>Eu</i>, chegando <i>lá</i>, o curarei.","E diz‑lhe [Jesus]: <n>[Eu]</n>, chegando <n>[lá]</n>, o curarei."
Mt,8,9,"Porque também <i>eu</i> sou homem sob autoridade, tendo soldados<f>[1]</f> debaixo de mim, e digo a este: Vai!, e <i>ele</i> vai; e a outro: Vem!, e <i>ele</i> vem; e ao meu servo<f>[2]</f>: Faze isto!, e <i>ele o</i> faz.","Porque também <n>[eu]</n> sou homem sob autoridade, tendo soldados<f>[1]</f> debaixo de mim, e digo a este: Vai!, e <n>[ele]</n> vai; e a outro: Vem!, e <n>[ele]</n> vem; e ao meu servo<f>[2]</f>: Faze isto!, e <n>[ele o]</n> faz."
Mt,8,10,"Ouvindo<i>‑o</i>, pois, Jesus, maravilhou‑se, e disse aos que seguiram: Em verdade vos digo, nem<f>[1]</f> mesmo em Israel encontrei tanta<f>[2]</f> fé.","Ouvindo<n>[‑o]</n>, pois, Jesus, maravilhou‑se, e disse aos que seguiram: Em verdade vos digo, nem<f>[1]</f> mesmo em Israel encontrei tanta<f>[2]</f> fé."
Mt,8,11,"Digo‑vos, pois, que muitos do levante<f>[1]</f> e do poente<f>[2]</f> virão e <i>se</i> deitarão à mesa com Abraão, Isaque<f>[3]</f> e Jacó<f>[4]</f> no reino dos céus,","Digo‑vos, pois, que muitos do levante<f>[1]</f> e do poente<f>[2]</f> virão e <n>[se]</n> deitarão à mesa com Abraão, Isaque<f>[3]</f> e Jacó<f>[4]</f> no reino dos céus,"
Mt,8,13,"E disse Jesus ao centurião: Vai, <i>assim</i> como crestes te seja feito. E o seu servo foi sanado.<pb/>","E disse Jesus ao centurião: Vai, <n>[assim]</n> como crestes te seja feito. E o seu servo foi sanado.<pb/>"
Mt,8,18,"Jesus, pois, vendo <i>uma</i> [grande] multidão em torno de si, mandou<f>[1]</f> que saíssem para o outro lado.","Jesus, pois, vendo <n>[uma]</n> [grande] multidão em torno de si, mandou<f>[1]</f> que saíssem para o outro lado."
Mt,8,21,"Outro, pois, dos discípulos disse‑lhe: Senhor, permite<i>‑me</i> primeiro ir e sepultar o meu pai.","Outro, pois, dos discípulos disse‑lhe: Senhor, permite<n>[‑me]</n> primeiro ir e sepultar o meu pai."
Mt,8,22,"Jesus, porém, diz‑lhe: Segue‑me, e deixa os mortos sepultar os seus <i>próprios</i> mortos.","Jesus, porém, diz‑lhe: Segue‑me, e deixa os mortos sepultar os seus <n>[próprios]</n> mortos."
Mt,8,23,"E, <i>tendo</i> entrado ele no barco, seguiram‑no os seus discípulos.","E, <n>[tendo]</n> entrado ele no barco, seguiram‑no os seus discípulos."
Mt,8,26,"E diz‑lhes: Por que estais amedrontados, <i>homens de</i> pouca fé<f>[1]</f>? Então, se erguendo, repreendeu os ventos e o mar, e se fez grande calmaria.","E diz‑lhes: Por que estais amedrontados, <n>[homens de]</n> pouca fé<f>[1]</f>? Então, se erguendo, repreendeu os ventos e o mar, e se fez grande calmaria."
Mt,8,27,"Os homens, pois, maravilharam‑se, dizendo: Que <i>tipo de homem</i> é esse, que até os ventos e o mar lhe obedecem?","Os homens, pois, maravilharam‑se, dizendo: Que <n>[tipo de homem]</n> é esse, que até os ventos e o mar lhe obedecem?"
Mt,8,29,"E, vê, gritaram, dizendo: Que temos nós contigo, [Jesus]<f>[1]</f> Filho de Deus? Vieste aqui atormentar‑nos antes d<i>o</i> tempo?<f>[2]</f>","E, vê, gritaram, dizendo: Que temos nós contigo, [Jesus]<f>[1]</f> Filho de Deus? Vieste aqui atormentar‑nos antes d<n>[o]</n> tempo?<f>[2]</f>"
Mt,9,1,"E, entrando no<f>[1]</f> barco, atravessou <i>o mar</i>, e chegou para a sua própria cidade.","E, entrando no<f>[1]</f> barco, atravessou <n>[o mar]</n>, e chegou para a sua própria cidade."
Mt,9,4,"E vendo<f>[1]</f> Jesus os seus pensamentos, disse: Por que pensais <i>vós</i><f>[2]</f> mal em vossos corações?","E vendo<f>[1]</f> Jesus os seus pensamentos, disse: Por que pensais <n>[vós]</n><f>[2]</f> mal em vossos corações?"
Mt,9,5,"Pois, qual é mais fácil? Dizer: Perdoados estão os teus pecados; ou dizer: Levanta<i>‑te</i> e anda?","Pois, qual é mais fácil? Dizer: Perdoados estão os teus pecados; ou dizer: Levanta<n>[‑te]</n> e anda?"
Mt,9,6,"Mas para que saibais que o Filho do homem tem poder<f>[1]</f> na terra para perdoar pecados<f>[2]</f> — Então, diz ao paralítico: Levanta<i>‑te</i>, toma a tua cama, e vai para a tua casa.","Mas para que saibais que o Filho do homem tem poder<f>[1]</f> na terra para perdoar pecados<f>[2]</f> — Então, diz ao paralítico: Levanta<n>[‑te]</n>, toma a tua cama, e vai para a tua casa."
Mt,9,7,"E, levantando<i>‑se</i>, foi para a sua casa.","E, levantando<n>[‑se]</n>, foi para a sua casa."
Mt,9,8,"Vendo<i>‑o</i>, pois, as multidões, temeram<f>[1]</f>, e glorificaram <i>a</i> Deus, que dera tal poder aos homens.<pb/>","Vendo<n>[‑o]</n>, pois, as multidões, temeram<f>[1]</f>, e glorificaram <n>[a]</n> Deus, que dera tal poder aos homens.<pb/>"
Mt,9,9,"E, passando Jesus dali, viu um homem sentado na coletoria<f>[1]</f>, chamado Mateus, e diz‑lhe: Segue‑me! E, levantando<i>-se</i>, o seguiu.","E, passando Jesus dali, viu um homem sentado na coletoria<f>[1]</f>, chamado Mateus, e diz‑lhe: Segue‑me! E, levantando<n>[-se]</n>, o seguiu."
Mt,9,11,"E, vendo<i>‑o</i> os fariseus, disseram aos seus discípulos: Por que come o vosso mestre<f>[1]</f> com os publicanos e pecadores?","E, vendo<n>[‑o]</n> os fariseus, disseram aos seus discípulos: Por que come o vosso mestre<f>[1]</f> com os publicanos e pecadores?"
Mt,9,12,"Ouvindo<i>‑o</i>, pois, [Jesus]<f>[1]</f>, disse‑[lhes]: Os fortes não têm necessidade de médico, mas os que são doentes.","Ouvindo<n>[‑o]</n>, pois, [Jesus]<f>[1]</f>, disse‑[lhes]: Os fortes não têm necessidade de médico, mas os que são doentes."
Mt,9,16,"Ninguém, pois, põe remendo de pano novo<f>[1]</f> em túnica<f>[2]</f> velha; porque o seu remendo tira<f>[3]</f> <i>parte</i> da túnica, e se faz ruptura pior.","Ninguém, pois, põe remendo de pano novo<f>[1]</f> em túnica<f>[2]</f> velha; porque o seu remendo tira<f>[3]</f> <n>[parte]</n> da túnica, e se faz ruptura pior."
Mt,9,18,"Dizendo‑lhes essas <i>coisas</i>, vê, um príncipe<f>[1]</f> chegando, <i>e</i> o adorou<f>[2]</f>, dizendo: A minha filha morreu<f>[3]</f> agora [mesmo]<f>[4]</f>; mas vem e impõe‑lhe a tua mão, e viverá.","Dizendo‑lhes essas <n>[coisas]</n>, vê, um príncipe<f>[1]</f> chegando, <n>[e]</n> o adorou<f>[2]</f>, dizendo: A minha filha morreu<f>[3]</f> agora [mesmo]<f>[4]</f>; mas vem e impõe‑lhe a tua mão, e viverá."
Mt,9,25,"Mas tendo sido lançado <i>para fora</i><f>[1]</f> a multidão, entrou, <i>e</i> segurou‑lhe a mão, e levantou<i>‑se</i> a menina.","Mas tendo sido lançado <n>[para fora]</n><f>[1]</f> a multidão, entrou, <n>[e]</n> segurou‑lhe a mão, e levantou<n>[‑se]</n> a menina."
Mt,9,27,"E partindo Jesus dali, seguiram<i>‑no</i> dois cegos, clamando, e dizendo: Tem misericórdia de nós, Filho de Davi.","E partindo Jesus dali, seguiram<n>[‑no]</n> dois cegos, clamando, e dizendo: Tem misericórdia de nós, Filho de Davi."
Mt,9,28,"Tendo, pois, chegado na casa, aproximaram<i>-se</i> dele os cegos, e diz‑lhes Jesus: Credes que posso fazê‑lo? Dizem‑lhe: Sim, Senhor.","Tendo, pois, chegado na casa, aproximaram<n>[-se]</n> dele os cegos, e diz‑lhes Jesus: Credes que posso fazê‑lo? Dizem‑lhe: Sim, Senhor."
Mt,9,30,"E foram abertos os seus olhos. E Jesus advertiu‑os seriamente<f>[1]</f>, dizendo: Olhai <i>que</i> ninguém <i>o</i> saiba!","E foram abertos os seus olhos. E Jesus advertiu‑os seriamente<f>[1]</f>, dizendo: Olhai <n>[que]</n> ninguém <n>[o]</n> saiba!"
Mt,9,33,"E, havendo sido expulso o demônio, falava o mudo. E maravilhavam<i>‑se</i> as multidões, dizendo: Nunca se viu tal <i>coisa</i> em Israel.","E, havendo sido expulso o demônio, falava o mudo. E maravilhavam<n>[‑se]</n> as multidões, dizendo: Nunca se viu tal <n>[coisa]</n> em Israel."
Mt,9,36,"Vendo, pois, as multidões, comoveu‑se <i>interiormente</i><f>[1]</f> sobre eles, porque eram vexados e caídos como ovelhas que não têm pastor.","Vendo, pois, as multidões, comoveu‑se <n>[interiormente]</n><f>[1]</f> sobre eles, porque eram vexados e caídos como ovelhas que não têm pastor."
Mt,9,37,"Então diz aos seus discípulos: Realmente a colheita <i>é</i> grande, os trabalhadores, pois, <i>são</i> poucos.","Então diz aos seus discípulos: Realmente a colheita <n>[é]</n> grande, os trabalhadores, pois, <n>[são]</n> poucos."
Mt,10,2,"Os nomes, pois, dos doze apóstolos são estes: <i>o</i> primeiro, Simão, o chamado Pedro, e André<f>[1]</f>, o seu irmão; e Tiago, o <i>filho</i> de Zebedeu<f>[2]</f>; e João, o seu irmão;","Os nomes, pois, dos doze apóstolos são estes: <n>[o]</n> primeiro, Simão, o chamado Pedro, e André<f>[1]</f>, o seu irmão; e Tiago, o <n>[filho]</n> de Zebedeu<f>[2]</f>; e João, o seu irmão;"
Mt,10,3,"Filipe<f>[1]</f> e Bartolomeu<f>[2]</f>, Tomé<f>[3]</f> e Mateus<f>[4]</f>, o publicano; Tiago, o <i>filho</i> de Alfeu<f>[5]</f>, e [Lebeu<f>[6]</f>, o apelidado]<f>[7]</f> Tadeu<f>[8]</f>;","Filipe<f>[1]</f> e Bartolomeu<f>[2]</f>, Tomé<f>[3]</f> e Mateus<f>[4]</f>, o publicano; Tiago, o <n>[filho]</n> de Alfeu<f>[5]</f>, e [Lebeu<f>[6]</f>, o apelidado]<f>[7]</f> Tadeu<f>[8]</f>;"
Mt,10,4,"Simão, o cananeu<f>[1]</f>; e Judas, <i>o</i> Iscariotes<f>[2]</f>, aquele que também o entregou<f>[3]</f>.<pb/>","Simão, o cananeu<f>[1]</f>; e Judas, <n>[o]</n> Iscariotes<f>[2]</f>, aquele que também o entregou<f>[3]</f>.<pb/>"
Mt,10,5,"Estes doze enviou Jesus, ordenando‑lhes, dizendo: Para <i>o</i><f>[1]</f> caminho d<i>as</i> nações não ireis, e em cidade de samaritanos não entrareis;","Estes doze enviou Jesus, ordenando‑lhes, dizendo: Para <n>[o]</n><f>[1]</f> caminho d<n>[as]</n> nações não ireis, e em cidade de samaritanos não entrareis;"
Mt,10,6,"ide, pois, antes, para as ovelhas perdidas d<i>a</i> casa de Israel.","ide, pois, antes, para as ovelhas perdidas d<n>[a]</n> casa de Israel."
Mt,10,8,"Curai <i>os</i> enfermos, ressuscitai <i>os</i> mortos<f>[1]</f>, purificai <i>os</i> leprosos, expulsai <i>os</i> demônios; gratuitamente recebestes, gratuitamente dai.","Curai <n>[os]</n> enfermos, ressuscitai <n>[os]</n> mortos<f>[1]</f>, purificai <n>[os]</n> leprosos, expulsai <n>[os]</n> demônios; gratuitamente recebestes, gratuitamente dai."
Mt,10,10,"nem de bolsa n<i>o</i> caminho, nem de duas túnicas, nem de sandálias, nem de bastão; porque digno é o trabalhador do seu alimento.","nem de bolsa n<n>[o]</n> caminho, nem de duas túnicas, nem de sandálias, nem de bastão; porque digno é o trabalhador do seu alimento."
Mt,10,13,"E, se realmente a casa for digna, venha a vossa paz sobre ela; mas se <i>ela</i> não for digna, a vossa paz retorne para vós.","E, se realmente a casa for digna, venha a vossa paz sobre ela; mas se <n>[ela]</n> não for digna, a vossa paz retorne para vós."
Mt,10,15,"Em verdade, vos digo, mais tolerável<f>[1]</f> será <i>para</i> <i>a</i> terra de Sodoma<f>[2]</f> e Gomorra<f>[3]</f> n<i>o</i> dia do juízo do que <i>para</i> aquela cidade.<pb/>","Em verdade, vos digo, mais tolerável<f>[1]</f> será <n>[para]</n> <n>[a]</n> terra de Sodoma<f>[2]</f> e Gomorra<f>[3]</f> n<n>[o]</n> dia do juízo do que <n>[para]</n> aquela cidade.<pb/>"
Mt,10,16,"Vede, <i>eu</i> vos envio como ovelhas em meio de lobos; sede, portanto, prudentes como as serpentes e simples<f>[1]</f> como as pombas.","Vede, <n>[eu]</n> vos envio como ovelhas em meio de lobos; sede, portanto, prudentes como as serpentes e simples<f>[1]</f> como as pombas."
Mt,10,18,"e também sereis levados perante procuradores<f>[1]</f> e reis por causa de mim, para testemunho <i>d</i>eles e <i>d</i>as nações.","e também sereis levados perante procuradores<f>[1]</f> e reis por causa de mim, para testemunho <n>[d]</n>eles e <n>[d]</n>as nações."
Mt,10,20,"Porque não sois vós os <i>que estão</i> falando, mas o Espírito do vosso Pai <i>é</i> o <i>que está</i> falando em vós.","Porque não sois vós os <n>[que estão]</n> falando, mas o Espírito do vosso Pai <n>[é]</n> o <n>[que está]</n> falando em vós."
Mt,10,21,"Irmão, pois, entregará irmão à morte, e <i>o</i> pai <i>o</i> filho<f>[1]</f>, e se levantarão filhos contra pais, e os matarão<f>[2]</f>.","Irmão, pois, entregará irmão à morte, e <n>[o]</n> pai <n>[o]</n> filho<f>[1]</f>, e se levantarão filhos contra pais, e os matarão<f>[2]</f>."
Mt,10,22,"E sereis odiados por todos por causa do meu nome; mas aquele que perseverar<f>[1]</f> até <i>o</i> fim, esse será salvo.","E sereis odiados por todos por causa do meu nome; mas aquele que perseverar<f>[1]</f> até <n>[o]</n> fim, esse será salvo."
Mt,10,23,"Quando, pois, vos perseguirem nesta cidade, fugi para outra; em verdade, pois, vos digo, que <i>não</i> terminareis <i>de percorrer</i> as cidades de Israel até que venha o Filho do homem.","Quando, pois, vos perseguirem nesta cidade, fugi para outra; em verdade, pois, vos digo, que <n>[não]</n> terminareis <n>[de percorrer]</n> as cidades de Israel até que venha o Filho do homem."
Mt,10,25,"Basta ao discípulo que seja como o seu mestre, e <i>a</i>o escravo como o seu senhor. Se chamaram o dono de casa <i>de</i> Beëlzebul<f>[1]</f>, quanto mais os seus domésticos!<pb/>","Basta ao discípulo que seja como o seu mestre, e <n>[a]</n>o escravo como o seu senhor. Se chamaram o dono de casa <n>[de]</n> Beëlzebul<f>[1]</f>, quanto mais os seus domésticos!<pb/>"
Mt,10,27,"O que vos digo nas trevas, falai<i>‑o</i> na luz; e o que no ouvido ouvis, anunciai<i>‑o</i> nos tetos<f>[1]</f>.","O que vos digo nas trevas, falai<n>[‑o]</n> na luz; e o que no ouvido ouvis, anunciai<n>[‑o]</n> nos tetos<f>[1]</f>."
Mt,10,32,"Qualquer, então, que me confessar diante dos homens, confessá‑lo‑ei também eu diante de<f>[1]</f> meu Pai, <i>que está</i> nos céus;","Qualquer, então, que me confessar diante dos homens, confessá‑lo‑ei também eu diante de<f>[1]</f> meu Pai, <n>[que está]</n> nos céus;"
Mt,10,33,"qualquer, pois, que me negar diante dos homens, negá‑lo‑ei também eu<i></i>diante de meu Pai, <i>que está</i> nos céus.","qualquer, pois, que me negar diante dos homens, negá‑lo‑ei também eu<n>[]</n>diante de meu Pai, <n>[que está]</n> nos céus."
Mt,10,35,"Porque vim dividir <i>o</i> homem contra o seu pai, e <i>a</i> filha contra a sua mãe, e <i>a</i> nora contra a sua sogra;","Porque vim dividir <n>[o]</n> homem contra o seu pai, e <n>[a]</n> filha contra a sua mãe, e <n>[a]</n> nora contra a sua sogra;"
Mt,10,36,e os inimigos do homem <i>são</i> os seus domésticos.,e os inimigos do homem <n>[são]</n> os seus domésticos.
Mt,10,42,"E qualquer que der a beber a <i>um</i> desses pequenos<f>[1]</f> apenas um copo de [água] fria<f>[2]</f> em nome de um discípulo, em verdade vos digo: <i>Não</i> perderá o seu salário.","E qualquer que der a beber a <n>[um]</n> desses pequenos<f>[1]</f> apenas um copo de [água] fria<f>[2]</f> em nome de um discípulo, em verdade vos digo: <n>[Não]</n> perderá o seu salário."
Mt,11,2,"Mas João, ouvindo no cárcere <i>d</i>as obras do Cristo, enviando pelos<f>[1]</f> seus discípulos,","Mas João, ouvindo no cárcere <n>[d]</n>as obras do Cristo, enviando pelos<f>[1]</f> seus discípulos,"
Mt,11,3,"disse‑lhe: <i>Tu</i> és aquele que havia de vir, ou deveríamos esperar <i>por</i> outro?","disse‑lhe: <n>[Tu]</n> és aquele que havia de vir, ou deveríamos esperar <n>[por]</n> outro?"
Mt,11,7,"E, partindo estes, começou Jesus a dizer às multidões referente a João: O que saístes <i>a</i> ver no deserto? Um caniço<f>[1]</f> agitado pelo<f>[2]</f> vento?","E, partindo estes, começou Jesus a dizer às multidões referente a João: O que saístes <n>[a]</n> ver no deserto? Um caniço<f>[1]</f> agitado pelo<f>[2]</f> vento?"
Mt,11,8,"Mas o que saístes <i>a</i> ver? Um homem vestido de [vestes] macias? Vede, os que vestem <i>vestes</i> macias <i>estão</i> nas casas dos reis.","Mas o que saístes <n>[a]</n> ver? Um homem vestido de [vestes] macias? Vede, os que vestem <n>[vestes]</n> macias <n>[estão]</n> nas casas dos reis."
Mt,11,10,"É esse de quem está escrito: “Vê, <i>eu</i> envio o meu mensageiro ante o teu rosto, que preparará o caminho diante de ti”<f>[1]</f>.","É esse de quem está escrito: “Vê, <n>[eu]</n> envio o meu mensageiro ante o teu rosto, que preparará o caminho diante de ti”<f>[1]</f>."
Mt,11,11,"Em verdade, vos digo: Não se levantou entre os nascidos de mulheres maior <i>do que</i> João, o batista; mas o menor<f>[1]</f> no reino dos céus é maior <i>do que</i> ele.","Em verdade, vos digo: Não se levantou entre os nascidos de mulheres maior <n>[do que]</n> João, o batista; mas o menor<f>[1]</f> no reino dos céus é maior <n>[do que]</n> ele."
Mt,11,14,"E se quereis recebê<i>‑lo</i>: Ele é Elias<f>[1]</f>, que há de<f>[2]</f> vir.","E se quereis recebê<n>[‑lo]</n>: Ele é Elias<f>[1]</f>, que há de<f>[2]</f> vir."
Mt,11,17,"dizem: Tocamos-vos flauta, e não dançastes; cantamos<i>‑vos</i> lamentações, e não pranteastes.","dizem: Tocamos-vos flauta, e não dançastes; cantamos<n>[‑vos]</n> lamentações, e não pranteastes."
Mt,11,22,Todavia vos digo: Para Tiro e Sidom será mais tolerável<f>[1]</f> n<i>o</i> dia d<i>o</i> juízo do que para vós.,Todavia vos digo: Para Tiro e Sidom será mais tolerável<f>[1]</f> n<n>[o]</n> dia d<n>[o]</n> juízo do que para vós.
Mt,11,23,"E tu, Cafarnaum<f>[1]</f>, exaltada até <i>o</i> céu<f>[2]</f>, até <i>o</i> hades será derrubada<f>[3]</f>; porque se em Sodoma houvessem acontecido os milagres tendo acontecido em ti, teria permanecido até este dia<f>[4]</f>.","E tu, Cafarnaum<f>[1]</f>, exaltada até <n>[o]</n> céu<f>[2]</f>, até <n>[o]</n> hades será derrubada<f>[3]</f>; porque se em Sodoma houvessem acontecido os milagres tendo acontecido em ti, teria permanecido até este dia<f>[4]</f>."
